True,Noisy,Filtered,Smoothed
0.8712396427384593,0.7481654594977958,0.6229913703974679,0.27492781785015136
0.7832356315188906,0.8608016298713493,0.6744894333787843,0.2515846287664016
0.6757518486236084,0.7819460648804433,0.7087973243356902,0.2209497679708779
0.5514615120031078,0.7337464878441834,0.7320234728169416,0.18362294362385234
0.41345583365213356,0.33679715315773756,0.6970866129636756,0.13980487881875814
0.265167138398679,0.4823395583750087,0.6853517277396767,0.09351231677080829
0.11028349891127444,0.3135811121863642,0.6509377918823718,0.04271608816443839
-0.04734298997155772,-0.15740041249327186,0.5546345046699579,-0.011161896161374751
-0.20379201629015276,0.012316173491025706,0.4915379007007787,-0.06336969700654005
-0.3551725526334282,-0.710203566866249,0.3352578053146775,-0.11625636497415653
-0.4977196294756837,-0.5748271776149725,0.21403003372422952,-0.1622665507205728
-0.6278879733408582,-0.6914614833363152,0.08958532665262879,-0.20331334106334534
-0.7424401809292837,-0.4479610323985238,0.011921019977847613,-0.23846709284871775
-0.8385272362373773,-0.36430585075136146,-0.045818551756064536,-0.2707466218241653
-0.9137593681374371,-0.8671592805638072,-0.16625513329868627,-0.30136926875155046
-0.9662654861260218,-1.2097427875315612,-0.320616516026517,-0.32502137878726334
-0.994739716020657,-1.073698826028542,-0.4394625484018784,-0.3381076938436684
-0.9984738782203788,-1.4294228077209046,-0.5939081217360711,-0.3422570950303271
-0.9773751007667074,-0.7398054388440447,-0.636662998374891,-0.3335565646041925
-0.9319681291524349,-0.9911398218501437,-0.7085233336675116,-0.31959353509083305
-0.8633822754312238,-0.7419626170113844,-0.7377540651376676,-0.2974550134878535
-0.773323331215339,-0.7306400442723722,-0.7614471455382155,-0.26971629526900737
-0.6640311431104319,-0.6124096605251643,-0.7655414734848556,-0.2362603743614592
-0.5382239057242885,-0.7276915015195289,-0.7841204852019962,-0.19810728242125586
-0.39903055773234164,-0.20220289961209245,-0.727893938600672,-0.15364100326252905
-0.2499129623703082,-0.15986017473516007,-0.6709975831207204,-0.10830915172880184
-0.09457980779484562,-0.3266124584696284,-0.6422290980520533,-0.06218330625601476
0.06310563131267564,0.050113814676266355,-0.5642696676857313,-0.013004527572180846
0.21922157684769245,0.2723886779095084,-0.4635446903682945,0.03547444578833864
0.3698852854165471,0.4394472614436982,-0.3501371728676753,0.08121082798583029
0.5113496156423277,0.5027362418988928,-0.23972675435246407,0.12275140240040672
0.6400962229271074,0.15178762935725465,-0.18883578675030122,0.159759219619339
0.7529230638333778,0.6013765229288215,-0.08170575075552476,0.19645999182951746
0.8470240337722991,1.136051158138866,0.08728452486090581,0.2281812922860596
0.920058757338175,0.925184742922912,0.2094207833441846,0.24926120471580873
0.9702107955409863,0.664201542517296,0.2826291729031395,0.2622283167923491
0.9962328222710068,0.8256954157870259,0.3697870699556751,0.2700967202971389
0.9974776464163387,0.8830136930945248,0.4550933728445096,0.2711409619879238
0.9739143080855375,1.1793427086046926,0.5713705222151384,0.26473267579693777
0.926128848607841,0.8229366063788317,0.6259446280964843,0.24752205950603673
0.8553097351604111,0.5452835866001191,0.6360242161757965,0.22331717835017578
0.7632183025251681,0.41147996726974695,0.6259723721914844,0.19498936803063371
0.6521449471151854,0.3833813729866665,0.6124011724603865,0.16377480511443837
0.5248521627644678,0.3668416516861147,0.5973025542888372,0.12970912318592598
0.3845058350320094,0.4544388353466708,0.595126426796677,0.09267394691586173
0.23459650279236804,0.2107906129651625,0.5592238000636838,0.051367427265941346
0.07885254540747488,0.06436164132822056,0.5064934270654593,0.008130777361850583
-0.0788525454074772,-0.26334654216106596,0.41397737322330896,-0.03579200737814964
-0.2345965027923686,0.36895263314471266,0.4173090828226592,-0.07714879003821695
-0.3845058350320115,-0.4544438100383374,0.3072979690829534,-0.12333192656197772
-0.5248521627644682,-1.0869617995674206,0.12207266991286422,-0.16560070545122474
-0.6521449471151859,-0.11650909820353916,0.0890352293528251,-0.19730096899725286
-0.7632183025251696,-0.30379091732739066,0.033889399761830336,-0.2294974321529246
-0.8553097351604123,-1.080061300664485,-0.12156533418621657,-0.2603944222831746
-0.9261288486078412,-0.634973390304703,-0.19955481883503592,-0.28163959338334793
-0.9739143080855376,-0.6767264207095993,-0.27471894763635896,-0.2983667278775485
-0.997477646416339,-0.7451099126383682,-0.3509238824450497,-0.31025989775862717
-0.9962328222710066,-0.7275670776641541,-0.41623376329496875,-0.31666408123052725
-0.9702107955409862,-1.5200094233257535,-0.5825434304489021,-0.3178300820559093
-0.9200587573381748,-0.5953743439174708,-0.6041972517957831,-0.3049620970531067
-0.8470240337722978,-1.1739216588687469,-0.7019932451010049,-0.28822038777460546
-0.7529230638333764,-0.7894058303888645,-0.7361179464985073,-0.2610282436013708
-0.640096222927107,-0.354590331359725,-0.7063508609905362,-0.227418126607508
-0.5113496156423272,-0.46380004075619147,-0.6938738313576942,-0.19192475176700952
-0.3698852854165449,-0.4977359493288982,-0.6866196514769836,-0.1530207245871087
-0.21922157684769017,-0.7128349134790981,-0.708859144611919,-0.1099846809199383
-0.06310563131267333,-0.25441149049962086,-0.6653620783323821,-0.06004599933044763
0.0945798077948444,0.18587447831295256,-0.5655709615917194,-0.007857684617697092
0.249912962370307,0.19238107119368963,-0.4748618283260108,0.04214838136976545
0.39903055773234214,0.08417166063678111,-0.4080979602784028,0.0903412184643882
0.5382239057242889,0.8984882518509183,-0.2366566993675079,0.13834849445817637
0.6640311431104309,0.5161870258353798,-0.13541018204933367,0.17754535977580815
0.7733233312153382,0.48305097948687165,-0.04935681947224617,0.21252593380725093
0.863382275431224,0.9848797915147675,0.09618249473278337,0.2439672838738156
0.931968129152435,0.8930627034542985,0.21360265912635396,0.26657061512329205
0.9773751007667072,0.6329298830411326,0.2826999628999333,0.28155557679181137
0.9984738782203788,1.1326728835886437,0.41242535766850086,0.2919447466962939
0.9947397160206568,0.7997628618215497,0.4823882262358483,0.2922763360874929
0.9662654861260217,0.8695572011145083,0.5538821256258706,0.28625185711120066
0.9137593681374369,0.7067148866717012,0.5948641927025499,0.27304180390366395
0.838527236237378,0.8206957215710236,0.6463803130101097,0.25433788514415345
0.7424401809292821,0.4791792947137201,0.6449824994206022,0.2287070007794983
0.6278879733408578,0.8670446509904599,0.6960246342891712,0.1997158967055354
0.4977196294756832,0.7368205919991886,0.7231066957214806,0.16279669955181864
0.35517255263342934,0.3572337905181156,0.6946229633868785,0.11906853133872142
0.20379201629015045,-0.2015136770794436,0.591946225175097,0.07236150093125826
0.04734298997155716,0.33214616084809706,0.5724359843902966,0.028469908461506543
-0.11028349891127498,0.2506410123675559,0.5432681170347244,-0.01892612899563051
-0.2651671383986778,-0.34212914112256276,0.4355656871129452,-0.06934183119407111
-0.41345583365213245,-0.08090848507611648,0.3745243550444086,-0.11663775973562718
-0.5514615120031082,-0.667669443822938,0.23933366529826622,-0.16413617575686806
-0.6757518486236088,-0.8146393221231693,0.09809023936906094,-0.20573858025662906
-0.7832356315188899,-0.7752725010198825,-0.022914801741679078,-0.2401815173530295
-0.8712396427384588,-0.3807816055902035,-0.07708330595850058,-0.26820930314278635
-0.9375751437008254,-0.8897066015707039,-0.1949502922011963,-0.2944556608618222
-0.9805923110824041,-1.1866792838228761,-0.3407212184421794,-0.31349969304979425
-0.9992212694012755,-0.7320544122412006,-0.4084995240909881,-0.32221203677681176
-0.9929986997786698,-1.7130698226055372,-0.6027943574091404,-0.3257238713239279
-0.9620793630944625,-0.9201817106993124,-0.6674778122164107,-0.31316841866533357
-0.9072322509454812,-1.2814912319225586,-0.7739775623215741,-0.2932489515412807
-0.8298214601357261,-1.0562411745334732,-0.837578600788396,-0.26177936386211487
-0.7317722663670778,-0.6447878659323167,-0.8372622403217748,-0.2209899946019266
-0.6155232409081782,-0.528385883087914,-0.8201227077979192,-0.17509862299490986
-0.48396560114283843,-0.6204762623357599,-0.8164974360320205,-0.12499976350597364
-0.3403713034041133,0.0008114975097712751,-0.7274151836387763,-0.06923441249097839
-0.1883116664897192,-0.03557759124018625,-0.6519316800017293,-0.014220792232547907
-0.0315685497648092,-0.662056578021851,-0.6694595542123672,0.040923988621006435
0.12595970506772153,0.7060855339928827,-0.4973895239197018,0.10364023990527116
0.280355229217014,0.7449851423259272,-0.3376443353628753,0.15927041513796075
0.42777806771021165,0.41498823437444304,-0.2395952527483544,0.2078643293133756
0.5645616825119163,0.831145810779793,-0.09482316668509796,0.2535087367679284
0.6873041426091847,0.7833380121773169,0.028137912246886915,0.2919727676365379
0.7929527330827785,0.1751171060396659,0.05477023664499615,0.3241169863802678
0.8788798788614615,1.4711093529456258,0.25564212782053597,0.3569721986510945
0.9429484948674364,0.8206696087283555,0.346005149493401,0.3764150472785361
0.9835651372363701,0.7600857138172329,0.41804270860405457,0.3898311191508707
0.9997196336934779,1.3051011490030084,0.5564592051882961,0.3979974235120712
0.9910102074427918,0.960092365360813,0.6324083088758147,0.39491404227255805
0.9576534697159301,1.2796325816642755,0.7432855994102555,0.38437041613147666
0.9004790324567513,1.2404509474784313,0.8362609474102067,0.3627049158107634
0.8209088751292626,0.9963606312572847,0.8851044284349415,0.33014300237915184
0.7209219788147145,1.4147300092503052,0.9850443717078378,0.2890902106147911
0.603005107179616,0.4118162746027105,0.9362163932219909,0.23451557498731568
0.47009095843600224,0.4732939270000012,0.8999105497527796,0.17706118960001038
0.3254852265102117,0.1726876637380956,0.8253590130157556,0.11551550540029798
0.17278438547409689,0.05335048470806304,0.7414847959108569,0.05265289776268001
0.015786242013638686,0.049912310344447965,0.6652447529130002,-0.010779403239708607
-0.14160451942495256,-0.3684394036743467,0.539190239881123,-0.07532824480039946
-0.29547344963467015,-0.033768999599794625,0.4717191602785047,-0.13694104379974137
-0.4419936905055816,-0.5443513854333432,0.34115459094722445,-0.19990764881911938
-0.5775211524135873,-0.322639776488849,0.25444584502537454,-0.25913838717709536
-0.6986851459933072,-0.8320359627315976,0.10708703180951093,-0.3176482443832392
-0.8024722142015781,-1.0959121373508265,-0.06081013356428616,-0.3703225401400475
-0.88630107969321,-0.916400282430218,-0.18624983767986117,-0.41472404325421514
-0.9480868435005091,-1.2551976807253313,-0.3444525130640362,-0.4532702915412078
-0.9862928383380029,-1.3495441382374729,-0.49837921833646004,-0.4825687081795368
-0.9999688468941563,-1.2191042399260752,-0.6175720694509926,-0.5018623599872182
-0.9887747345870022,-0.9408083087272208,-0.6853334117296052,-0.5128048585549232
-0.9529889090158397,-1.3291522505115114,-0.7982018990882187,-0.5186197930771141
-0.8935013957148735,-0.6509251413049689,-0.8054472824499544,-0.5150785591003475
-0.8117917024210205,-0.7358316897880576,-0.8225601749563268,-0.509721898988035
-0.7098920223913306,-0.450551432172931,-0.7978805668744691,-0.5015948943560633
-0.5903366919365295,-0.8318658988955508,-0.8270407615362944,-0.4938313127761436
-0.4560991592070147,0.0965012029926745,-0.7252334760808805,-0.48216093393234916
-0.3105180318741684,0.24175047830031582,-0.6134594702870241,-0.4768315359278949
-0.1572140429672476,-0.11817137702940977,-0.5620264223560657,-0.4794439690768532
-0.0000000000000012246467991473533,0.0967514254963928,-0.4860543134967382,-0.4860543530878019
